email,company,city,region,referral_code,referral_link
info@taraskinnerevents.com,Tara Skinner Events,Savannah,GA,TARASKINNE0453,https://cardcraft-saas.vercel.app?ref=TARASKINNE0453
hello@designstudiosouth.com,Design Studio South,Savannah,GA,DESIGNSTUD0454,https://cardcraft-saas.vercel.app?ref=DESIGNSTUD0454
hello@redvelvetcollective.com,Red Velvet Collective,Jacksonville,FL,REDVELVETC0455,https://cardcraft-saas.vercel.app?ref=REDVELVETC0455
tara@loveleeeventsjax.com,Lovelee Events,Jacksonville,FL,LOVELEEEVEN0456,https://cardcraft-saas.vercel.app?ref=LOVELEEEVEN0456
adair@dairingevents.com,Dairing Events,Jacksonville,FL,DAIRINGEVE0457,https://cardcraft-saas.vercel.app?ref=DAIRINGEVE0457
info@firstcoastweddings.com,First Coast Weddings and Events,Jacksonville,FL,FIRSTCOAST0458,https://cardcraft-saas.vercel.app?ref=FIRSTCOAST0458
info@flaireweddings.com,Flaire Weddings,Jacksonville,FL,FLAIREWEDD0459,https://cardcraft-saas.vercel.app?ref=FLAIREWEDD0459
Allyson@maebellevents.com,Maebelle Events,Jacksonville,FL,MAEBELLEV0460,https://cardcraft-saas.vercel.app?ref=MAEBELLEV0460
Events@peatotree.com,Pea to Tree Events,Tampa,FL,PEATOTREEE0461,https://cardcraft-saas.vercel.app?ref=PEATOTREEE0461
info@erikaobrienevents.com,Erika O'Brien Events,Tampa,FL,ERIKAOBRIE0462,https://cardcraft-saas.vercel.app?ref=ERIKAOBRIE0462
jessie@breezin.com,Breezin' Weddings,Tampa,FL,BREEZINWED0463,https://cardcraft-saas.vercel.app?ref=BREEZINWED0463
marykate@eventsbymarykate.com,Events by Marykate,Tampa,FL,EVENTSBYMA0464,https://cardcraft-saas.vercel.app?ref=EVENTSBYMA0464
info@designedbyunique.com,UNIQUE Weddings + Events,Tampa,FL,UNIQUEWEDD0465,https://cardcraft-saas.vercel.app?ref=UNIQUEWEDD0465
hello@saepevents.com,SAEP By Stephanie Arias,Tampa,FL,SAEPEVENTS0466,https://cardcraft-saas.vercel.app?ref=SAEPEVENTS0466
info@winsoreventstudio.com,Winsor Event Studio,Tampa,FL,WINSOREVEN0467,https://cardcraft-saas.vercel.app?ref=WINSOREVEN0467
sarah@onefinedayinc.com,One Fine Day,Tampa,FL,ONEFINEDAY0468,https://cardcraft-saas.vercel.app?ref=ONEFINEDAY0468
hakunamatataweddings@gmail.com,Hakuna Matata Weddings,Tampa,FL,HAKUNAMAT0469,https://cardcraft-saas.vercel.app?ref=HAKUNAMAT0469
info@lanierandcompany.com,Lanier & Company,Charleston,SC,LANIERAND0470,https://cardcraft-saas.vercel.app?ref=LANIERAND0470
hello@popthebubbly.com,Pop the Bubbly,Charleston,SC,POPTHEBUB0471,https://cardcraft-saas.vercel.app?ref=POPTHEBUB0471
info@loluma.com,Loluma,Charleston,SC,LOLUMA0472,https://cardcraft-saas.vercel.app?ref=LOLUMA0472
info@anderseoneventdesign.com,Anderson Event Design,Charleston,SC,ANDERSONEV0473,https://cardcraft-saas.vercel.app?ref=ANDERSONEV0473
hello@carolinaoccasions.com,Carolina Occasions,Charleston,SC,CAROLINAO0474,https://cardcraft-saas.vercel.app?ref=CAROLINAO0474
hello@reynoldstreasures.com,Reynolds Treasures,Charleston,SC,REYNOLDST0475,https://cardcraft-saas.vercel.app?ref=REYNOLDST0475
info@christinabaxter.com,Christina Baxter Weddings,Charleston,SC,CHRISTINAB0476,https://cardcraft-saas.vercel.app?ref=CHRISTINAB0476
info@everlastingmemoriessavannah.com,Everlasting Memories,Savannah,GA,EVERLASTIN0477,https://cardcraft-saas.vercel.app?ref=EVERLASTIN0477
hello@kylesvineweddings.com,Kyle & Vine Weddings,Savannah,GA,KYLEVINEW0478,https://cardcraft-saas.vercel.app?ref=KYLEVINEW0478
info@porttowncollective.com,Port Town Collective,Savannah,GA,PORTTOWNC0479,https://cardcraft-saas.vercel.app?ref=PORTTOWNC0479
