email,company,city,region,referral_code,referral_link
Abrehambekele100@gmail.com,Ab Decor & Wedding Planner,Addis Ababa, Ethiopia,ABDECORWED0036,https://cardcraft-saas.vercel.app?ref=ABDECORWED0036
senedeco@gmail.com,Senegal Wedding Events Planner,Dakar, Senegal,SENEGALWED0037,https://cardcraft-saas.vercel.app?ref=SENEGALWED0037
ndiayeswad@gmail.com,Agence Wedding Planner Dakar,Dakar, Senegal,AGENCEWEDD0038,https://cardcraft-saas.vercel.app?ref=AGENCEWEDD0038
asweddingci@gmail.com,AS Wedding,Abidjan, Ivory Coast,ASWEDDING0039,https://cardcraft-saas.vercel.app?ref=ASWEDDING0039
eventblessing@gmail.com,Blessing Wedding Planner,Abidjan, Ivory Coast,BLESSINGWE0040,https://cardcraft-saas.vercel.app?ref=BLESSINGWE0040
Bridetobe2020@gmail.com,Bride to Be - Wedding Planner,Abidjan, Ivory Coast,BRIDETOBEW0041,https://cardcraft-saas.vercel.app?ref=BRIDETOBEW0041
info@sammec237.net,SAMMEC,Douala, Cameroon,SAMMEC0042,https://cardcraft-saas.vercel.app?ref=SAMMEC0042
tikaysbridal@gmail.com,Tikay Events,Douala, Cameroon,TIKAYEVENT0043,https://cardcraft-saas.vercel.app?ref=TIKAYEVENT0043
kmerwd@gmail.com,Cameroun Wedding Destination,Douala, Cameroon,CAMEROUNWE0044,https://cardcraft-saas.vercel.app?ref=CAMEROUNWE0044
mariee.weddingplanner@outlook.com,Mariée Eventos Lda,Maputo, Mozambique,MARIEEVENT0045,https://cardcraft-saas.vercel.app?ref=MARIEEVENT0045
info@mozambiqueweddings.com,Mozambique Weddings,Xai Xai, Mozambique,MOZAMBIQUE0046,https://cardcraft-saas.vercel.app?ref=MOZAMBIQUE0046
Boylusaka@gmail.com,Lusaka Event Planners,Lusaka, Zambia,LUSAKAEVEN0047,https://cardcraft-saas.vercel.app?ref=LUSAKAEVEN0047
suwilanjinamu@gmail.com,Wanjita Wedding Planning & Events,Lusaka, Zambia,WANJITAWED0048,https://cardcraft-saas.vercel.app?ref=WANJITAWED0048
willowbeancafe@gmail.com,Bespoke Weddings by Gill Harrison,Harare, Zimbabwe,BESPOKEWED0049,https://cardcraft-saas.vercel.app?ref=BESPOKEWED0049
sfchigodora@gmail.com,Shami Event Coordinator,Harare, Zimbabwe,SHAMIEVENT0050,https://cardcraft-saas.vercel.app?ref=SHAMIEVENT0050
rhtedecor@gmail.com,Rumour Has It Events,Harare, Zimbabwe,RUMOURHASI0051,https://cardcraft-saas.vercel.app?ref=RUMOURHASI0051
fresheventplanners@gmail.com,Fresh Event Planners,Gaborone, Botswana,FRESHEVENT0052,https://cardcraft-saas.vercel.app?ref=FRESHEVENT0052
sales@alphaeventsbw.com,Alpha Events,Gaborone, Botswana,ALPHAEVENT0053,https://cardcraft-saas.vercel.app?ref=ALPHAEVENT0053
katja@tamonika.com,Tamonika,Windhoek, Namibia,TAMONIKA0054,https://cardcraft-saas.vercel.app?ref=TAMONIKA0054
birdsofafeathercc@gmail.com,Birds of a Feather,Windhoek, Namibia,BIRDSOFAFE0055,https://cardcraft-saas.vercel.app?ref=BIRDSOFAFE0055
info@lavidaevents.co.ke,Lavida Events,Nairobi, Kenya,LAVIDAEVEN0056,https://cardcraft-saas.vercel.app?ref=LAVIDAEVEN0056
hello@maevmaroc.com,Maev Maroc,Marrakech, Morocco,MAEVMAROC0057,https://cardcraft-saas.vercel.app?ref=MAEVMAROC0057
contact@myrose-events.com,MyRose Events,Marrakech, Morocco,MYROSEEVEN0058,https://cardcraft-saas.vercel.app?ref=MYROSEEVEN0058
info@weddingsey.com,Wedding Sey,Mahe, Seychelles,WEDDINGSEY0059,https://cardcraft-saas.vercel.app?ref=WEDDINGSEY0059
info@theweddingplannerzambia.com,The Wedding Planner Zambia,Lusaka, Zambia,THEWEDDING0060,https://cardcraft-saas.vercel.app?ref=THEWEDDING0060
info@samanthaburkeevents.com,Samantha Burke Events,Sydney, Australia,SAMANTHABU0061,https://cardcraft-saas.vercel.app?ref=SAMANTHABU0061
hello@luxaus.au,LuxAus,Sydney, Australia,LUXAUS0062,https://cardcraft-saas.vercel.app?ref=LUXAUS0062
hello@daysliketheseevents.com,Days Like These Events,Sydney, Australia,DAYSLIKETH0063,https://cardcraft-saas.vercel.app?ref=DAYSLIKETH0063
hello@littlelaneevents.com.au,Little Lane Events,Sydney, Australia,LITTLELANE0064,https://cardcraft-saas.vercel.app?ref=LITTLELANE0064
info@darlingdontpanic.com,Darling Don't Panic,Sydney, Australia,DARLINGDON0065,https://cardcraft-saas.vercel.app?ref=DARLINGDON0065
info@coutureweddingplanning.com,Couture Wedding Planning,Sydney, Australia,COUTUREWED0066,https://cardcraft-saas.vercel.app?ref=COUTUREWED0066
e@weddingsbye.com.au,Weddings by E,Melbourne, Australia,WEDDINGSBY0067,https://cardcraft-saas.vercel.app?ref=WEDDINGSBY0067
info@rufflesandbells.com.au,Ruffles and Bells,Melbourne, Australia,RUFFLESAND0068,https://cardcraft-saas.vercel.app?ref=RUFFLESAND0068
hello@confettisociety.com.au,Confetti Society,Melbourne, Australia,CONFETTISO0069,https://cardcraft-saas.vercel.app?ref=CONFETTISO0069
info@weddingsofdistinction.com.au,Weddings of Distinction,Melbourne, Australia,WEDDINGSOF0070,https://cardcraft-saas.vercel.app?ref=WEDDINGSOF0070
hello@bowcreative.com.au,Bow Creative,Melbourne, Australia,BOWCREATIV0071,https://cardcraft-saas.vercel.app?ref=BOWCREATIV0071
info@eventden.com.au,Event Den,Melbourne, Australia,EVENTDEN0072,https://cardcraft-saas.vercel.app?ref=EVENTDEN0072
admin@perfectstoryweddings.com,Perfect Story Weddings,Brisbane, Australia,PERFECTSTO0073,https://cardcraft-saas.vercel.app?ref=PERFECTSTO0073
hello@storybookandco.com.au,Storybook & Co,Brisbane, Australia,STORYBOOKC0074,https://cardcraft-saas.vercel.app?ref=STORYBOOKC0074
info@theorganisedbride.com.au,The Organised Bride,Brisbane, Australia,THEORGANIS0075,https://cardcraft-saas.vercel.app?ref=THEORGANIS0075
info@tildeathevents.com.au,Til Death Events,Brisbane, Australia,TILDEATHEV0076,https://cardcraft-saas.vercel.app?ref=TILDEATHEV0076
info@hausofheraevents.com,Haus of Hera,Brisbane, Australia,HAUSOFHERA0077,https://cardcraft-saas.vercel.app?ref=HAUSOFHERA0077
info@vandevweddings.com.au,Van Dev Weddings,Brisbane, Australia,VANDEVWEDD0078,https://cardcraft-saas.vercel.app?ref=VANDEVWEDD0078
hello@lovestruckweddings.com.au,Lovestruck Weddings and Events,Gold Coast, Australia,LOVESTRUCK0079,https://cardcraft-saas.vercel.app?ref=LOVESTRUCK0079
info@theotherbridesmaid.com.au,The Other Bridesmaid,Gold Coast, Australia,THEOTHERBR0080,https://cardcraft-saas.vercel.app?ref=THEOTHERBR0080
bellaadmin@bigpond.com,Weddings and Events by Bella,Perth, Australia,WEDDINGSAN0081,https://cardcraft-saas.vercel.app?ref=WEDDINGSAN0081
laurenwilliams@refineevents.com.au,Refine Events,Perth, Australia,REFINEEVEN0082,https://cardcraft-saas.vercel.app?ref=REFINEEVEN0082
aimee@timelessevents.info,Timeless Events,Perth, Australia,TIMELESSEV0083,https://cardcraft-saas.vercel.app?ref=TIMELESSEV0083
info@timelessevents.com,Timeless Events,Perth, Australia,TIMELESSEV0084,https://cardcraft-saas.vercel.app?ref=TIMELESSEV0084
kiera@littlethingsevents.com.au,Little Things Events,Perth, Australia,LITTLETHIN0085,https://cardcraft-saas.vercel.app?ref=LITTLETHIN0085
jenny@justsimplyloving.com.au,Just Simply Loving,Perth, Australia,JUSTSIMPLY0086,https://cardcraft-saas.vercel.app?ref=JUSTSIMPLY0086
contact@justsimplyloving.com.au,Just Simply Loving,Perth, Australia,JUSTSIMPLY0087,https://cardcraft-saas.vercel.app?ref=JUSTSIMPLY0087
hello@theweddingplanner.co.nz,The Wedding Planner,New Zealand,australia,THEWEDDING0088,https://cardcraft-saas.vercel.app?ref=THEWEDDING0088
info@darlingdontpanic.com,Darling Don't Panic,Victoria/QLD/NSW,australia,DARLINGDON0089,https://cardcraft-saas.vercel.app?ref=DARLINGDON0089
hello@lovebirdweddings.com.au,Lovebird Weddings,Noosa/Brisbane/Gold Coast,australia,LOVEBIRDWE0090,https://cardcraft-saas.vercel.app?ref=LOVEBIRDWE0090
info@geewhatawedding.com.au,Gee What a Wedding,Melbourne, Australia,GEEWHATAWE0091,https://cardcraft-saas.vercel.app?ref=GEEWHATAWE0091
hello@chicfleurweddingsandevents.com,Chic Fleur Weddings and Events,Sydney, Australia,CHICFLEURW0092,https://cardcraft-saas.vercel.app?ref=CHICFLEURW0092
email@maddenandcoevents.com.au,Madden & Co Events,Sydney/Central Coast, Australia,MADDENCOEV0093,https://cardcraft-saas.vercel.app?ref=MADDENCOEV0093
hello@confettisociety.com.au,Confetti Society,Melbourne, Australia,CONFETTISO0094,https://cardcraft-saas.vercel.app?ref=CONFETTISO0094
info@eventden.com.au,Event Den,Melbourne, Australia,EVENTDEN0095,https://cardcraft-saas.vercel.app?ref=EVENTDEN0095
hello@bowcreative.com.au,Bow Creative,Melbourne, Australia,BOWCREATIV0096,https://cardcraft-saas.vercel.app?ref=BOWCREATIV0096
hello@weddingsbyronbay.com.au,Creative Weddings Byron Bay,Byron Bay, Australia,CREATIVEWE0097,https://cardcraft-saas.vercel.app?ref=CREATIVEWE0097
info@blossomgatherings.com,Blossom Gatherings,Byron Bay/Tasmania/Adelaide, Australia,BLOSSOMGAT0098,https://cardcraft-saas.vercel.app?ref=BLOSSOMGAT0098
info@savvywed.com.au,Savvy Wed,Byron Bay, Australia,SAVVYWED0099,https://cardcraft-saas.vercel.app?ref=SAVVYWED0099
hello@elleandsea.com.au,Elle & Sea,Gold Coast/Byron Bay, Australia,ELLESEA0100,https://cardcraft-saas.vercel.app?ref=ELLESEA0100
hello@lovebirdweddings.com.au,Lovebird Weddings,Noosa/Brisbane/Gold Coast, Australia,LOVEBIRDWE0101,https://cardcraft-saas.vercel.app?ref=LOVEBIRDWE0101
info@theotherbridesmaid.com.au,The Other Bridesmaid,Gold Coast/Byron Bay, Australia,THEOTHERBR0102,https://cardcraft-saas.vercel.app?ref=THEOTHERBR0102
info@sunshinecoastwedding.com,Cloud Nine Weddings,Sunshine Coast, Australia,CLOUDNINEW0103,https://cardcraft-saas.vercel.app?ref=CLOUDNINEW0103
hello@clweddingsandevents.com.au,CL Weddings and Events,Noosa/Sunshine Coast, Australia,CLWEDDINGS0104,https://cardcraft-saas.vercel.app?ref=CLWEDDINGS0104
info@noosaweddingandevents.com,Noosa Wedding and Events,Noosa/Sunshine Coast, Australia,NOOSAWEDDI0105,https://cardcraft-saas.vercel.app?ref=NOOSAWEDDI0105
hello@splashevents.com.au,Splash Events,Noosa/Sunshine Coast, Australia,SPLASHEVEN0106,https://cardcraft-saas.vercel.app?ref=SPLASHEVEN0106
hello@withyouandme.com.au,With You + Me,Sunshine Coast, Australia,WITHYOUME0107,https://cardcraft-saas.vercel.app?ref=WITHYOUME0107
info@vickyrahmic.com,Vicky Rahmic Weddings & Events,Perth, Australia,VICKYRAHMI0108,https://cardcraft-saas.vercel.app?ref=VICKYRAHMI0108
info@jodyqweddings.com.au,Jody Q Weddings,Perth, Australia,JODYQWEDDI0109,https://cardcraft-saas.vercel.app?ref=JODYQWEDDI0109
hello@aliceheydon.com,Alice Heydon Events,Perth, Australia,ALICEHEYDO0110,https://cardcraft-saas.vercel.app?ref=ALICEHEYDO0110
info@primroseweddingplanner.com.au,Primrose Wedding Planner,Perth, Australia,PRIMROSEWE0111,https://cardcraft-saas.vercel.app?ref=PRIMROSEWE0111
info@amymolloyweddingplanner.com,Amy Molloy Wedding Planner,Perth, Australia,AMYMOLLOYW0112,https://cardcraft-saas.vercel.app?ref=AMYMOLLOYW0112
info@huntereventsnsw.com.au,Hunter Events NSW,Hunter Valley, Australia,HUNTEREVEN0113,https://cardcraft-saas.vercel.app?ref=HUNTEREVEN0113
info@girlfridayweddings.com.au,Girl Friday Weddings,Adelaide/Sydney/Melbourne/Brisbane, Australia,GIRLFRIDAY0114,https://cardcraft-saas.vercel.app?ref=GIRLFRIDAY0114
info@vinesoftheyarravalley.com.au,Vines of the Yarra Valley,Yarra Valley, Australia,VINESOFTHE0115,https://cardcraft-saas.vercel.app?ref=VINESOFTHE0115
hello@elopeaustralia.com.au,Elope Australia,Yarra Valley/Multiple Locations, Australia,ELOPEAUSTR0116,https://cardcraft-saas.vercel.app?ref=ELOPEAUSTR0116
info@fijibride.co.nz,Fiji Bride NZ,Auckland, New Zealand,FIJIBRIDEN0117,https://cardcraft-saas.vercel.app?ref=FIJIBRIDEN0117
info@fijibride.com.au,Fiji Bride Australia,Australia/NZ Fiji Weddings,australia,FIJIBRIDEA0118,https://cardcraft-saas.vercel.app?ref=FIJIBRIDEA0118
hello@weddingshewrote.co.nz,Wedding She Wrote,Auckland, New Zealand,WEDDINGSHE0119,https://cardcraft-saas.vercel.app?ref=WEDDINGSHE0119
hello@weddingsbyanya.com,Weddings by Anya,Auckland, New Zealand,WEDDINGSBY0120,https://cardcraft-saas.vercel.app?ref=WEDDINGSBY0120
hello@theweddingplanner.co.nz,The Wedding Planner,Auckland/New Zealand,australia,THEWEDDING0121,https://cardcraft-saas.vercel.app?ref=THEWEDDING0121
hello@hollyandco.co.nz,Holly & Co,Auckland/Queenstown, New Zealand,HOLLYCO0122,https://cardcraft-saas.vercel.app?ref=HOLLYCO0122
hello@wildlymadlydeeply.com,Wildly Madly Deeply,Auckland, New Zealand,WILDLYMADL0123,https://cardcraft-saas.vercel.app?ref=WILDLYMADL0123
hello@shakenandstirred.co.nz,Shaken & Stirred Weddings,Queenstown, New Zealand,SHAKENSTIR0124,https://cardcraft-saas.vercel.app?ref=SHAKENSTIR0124
hello@amoment.co.nz,aMoment Wedding,Queenstown/Auckland, New Zealand,AMOMENTWED0125,https://cardcraft-saas.vercel.app?ref=AMOMENTWED0125
hello@mountainweddings.nz,Mountain Weddings NZ,Queenstown/Wanaka, New Zealand,MOUNTAINWE0126,https://cardcraft-saas.vercel.app?ref=MOUNTAINWE0126
info@simplyperfect.co.nz,Simply Perfect Weddings,Queenstown, New Zealand,SIMPLYPERF0127,https://cardcraft-saas.vercel.app?ref=SIMPLYPERF0127
info@fijibride.co.nz,Fiji Bride,Fiji Destination Weddings,australia,FIJIBRIDE0128,https://cardcraft-saas.vercel.app?ref=FIJIBRIDE0128
groups@malamalabeachclub.com,Malamala Beach Club,Fiji,australia,MALAMALABE0129,https://cardcraft-saas.vercel.app?ref=MALAMALABE0129
marissa@korosunresort.com,Koro Sun Resort,Fiji,australia,KOROSUNRES0130,https://cardcraft-saas.vercel.app?ref=KOROSUNRES0130
events@toberua.com,Toberua Island Resort,Fiji,australia,TOBERUAISL0131,https://cardcraft-saas.vercel.app?ref=TOBERUAISL0131
hello@girlfridayweddings.com.au,Girl Friday Weddings,Melbourne/Sydney/Brisbane, Australia,GIRLFRIDAY0132,https://cardcraft-saas.vercel.app?ref=GIRLFRIDAY0132
hello@michicweddings.com,Michic Weddings and Events,Canberra, Australia,MICHICWEDD0133,https://cardcraft-saas.vercel.app?ref=MICHICWEDD0133
hello@canberraeventmanagementandstyling.com.au,Capital Events,Canberra/South Coast/QLD, Australia,CAPITALEVE0134,https://cardcraft-saas.vercel.app?ref=CAPITALEVE0134
info@elegantandwild.co.nz,Elegant & Wild,Wellington, New Zealand,ELEGANTWIL0135,https://cardcraft-saas.vercel.app?ref=ELEGANTWIL0135
hello@theweddingcoach.nz,The Wedding Coach,Wellington, New Zealand,THEWEDDING0136,https://cardcraft-saas.vercel.app?ref=THEWEDDING0136
weddings@collectiveconcepts.co.nz,Collective Concepts,Christchurch, New Zealand,COLLECTIVE0137,https://cardcraft-saas.vercel.app?ref=COLLECTIVE0137
hello@enevents.co.nz,Emma Newman Events,Christchurch, New Zealand,EMMANEWMAN0138,https://cardcraft-saas.vercel.app?ref=EMMANEWMAN0138
hello@theeventboutique.co.nz,The Event Boutique,Christchurch/South Island, New Zealand,THEEVENTBO0139,https://cardcraft-saas.vercel.app?ref=THEEVENTBO0139
info@weddingscookislands.com,Weddings Cook Islands,Cook Islands, Pacific,WEDDINGSCO0140,https://cardcraft-saas.vercel.app?ref=WEDDINGSCO0140
hello@oceanevents.com.au,Ocean Weddings & Events,Port Douglas/Cairns, Australia,OCEANWEDDI0141,https://cardcraft-saas.vercel.app?ref=OCEANWEDDI0141
hello@dragonflyweddings.com.au,Dragonfly Weddings & Events,Port Douglas, Australia,DRAGONFLYW0142,https://cardcraft-saas.vercel.app?ref=DRAGONFLYW0142
info@weddingsofthewhitsundays.com,Weddings of the Whitsundays,Airlie Beach, Australia,WEDDINGSOF0143,https://cardcraft-saas.vercel.app?ref=WEDDINGSOF0143
hello@divineweddingswhitsundays.com.au,Divine Weddings Whitsundays,Airlie Beach, Australia,DIVINEWEDD0144,https://cardcraft-saas.vercel.app?ref=DIVINEWEDD0144
hello@planmyweddingwhitsundays.com.au,Plan My Wedding Whitsundays,Whitsundays, Australia,PLANMYWEDD0145,https://cardcraft-saas.vercel.app?ref=PLANMYWEDD0145
hello@mollieandmaeweddings.com.au,Mollie & Mae Weddings,Tasmania, Australia,MOLLIEMAEW0146,https://cardcraft-saas.vercel.app?ref=MOLLIEMAEW0146
hello@freyrstudio.com.au,Freyr Studio,Hobart/Launceston, Tasmania,FREYRSTUDI0147,https://cardcraft-saas.vercel.app?ref=FREYRSTUDI0147
hello@dearleone.com.au,Dear Leone,Tasmania, Australia,DEARLEONE0148,https://cardcraft-saas.vercel.app?ref=DEARLEONE0148
hello@plannedbypage.com.au,Planned By Page,NSW South Coast/Wollongong, Australia,PLANNEDBYP0149,https://cardcraft-saas.vercel.app?ref=PLANNEDBYP0149
hello@weddingandeventcreators.com.au,The Wedding & Event Creators,South Coast NSW, Australia,THEWEDDING0150,https://cardcraft-saas.vercel.app?ref=THEWEDDING0150
hello@southcoastweddingplanner.com.au,South Coast Wedding Planners,South Coast NSW, Australia,SOUTHCOAST0151,https://cardcraft-saas.vercel.app?ref=SOUTHCOAST0151
info@karinwuandco.com,Karin Wu & Co.,Toronto, Ontario,KARINWUCO0152,https://cardcraft-saas.vercel.app?ref=KARINWUCO0152
hi@tooperfectevents.com,Too Perfect Events,Toronto, Ontario,TOOPERFECT0153,https://cardcraft-saas.vercel.app?ref=TOOPERFECT0153
info@rebeccachan.ca,Rebecca Chan Events,Toronto, Ontario,REBECCACHA0154,https://cardcraft-saas.vercel.app?ref=REBECCACHA0154
carmen@devotedtoyou.ca,Devoted To You,Toronto, Ontario,DEVOTEDTOY0155,https://cardcraft-saas.vercel.app?ref=DEVOTEDTOY0155
office@madbash.ca,Mad Bash Group,Toronto, Ontario,MADBASHGRO0156,https://cardcraft-saas.vercel.app?ref=MADBASHGRO0156
info@clementandcoevents.com,Clement & Co. Events,Toronto, Ontario,CLEMENTCOE0157,https://cardcraft-saas.vercel.app?ref=CLEMENTCOE0157
weddings@rainbowchan.com,Rainbow Chan Weddings,Toronto, Ontario,RAINBOWCHA0158,https://cardcraft-saas.vercel.app?ref=RAINBOWCHA0158
prettyplanscoordination@gmail.com,Pretty Plans,Toronto, Ontario,PRETTYPLAN0159,https://cardcraft-saas.vercel.app?ref=PRETTYPLAN0159
hello@vintagebash.ca,Vintage Bash,Toronto, Ontario,VINTAGEBAS0160,https://cardcraft-saas.vercel.app?ref=VINTAGEBAS0160
info@watsonandcoevents.com,Watsons & Co Events,Toronto, Ontario,WATSONSCOE0161,https://cardcraft-saas.vercel.app?ref=WATSONSCOE0161
info@amavievents.ca,Amavi Event Planning,Hamilton, Ontario,AMAVIEVENT0162,https://cardcraft-saas.vercel.app?ref=AMAVIEVENT0162
info@designeddream.com,Designed Dream Wedding,Toronto, Ontario,DESIGNEDDR0163,https://cardcraft-saas.vercel.app?ref=DESIGNEDDR0163
info@eddiesulimanevents.ca,Eddie Suliman Events,Toronto, Ontario,EDDIESULIM0164,https://cardcraft-saas.vercel.app?ref=EDDIESULIM0164
info@glitzglamevents.com,Glitz & Glam Events,Toronto, Ontario,GLITZGLAME0165,https://cardcraft-saas.vercel.app?ref=GLITZGLAME0165
info@impresarioevents.ca,Impresario Events,Toronto, Ontario,IMPRESARIO0166,https://cardcraft-saas.vercel.app?ref=IMPRESARIO0166
hello@jennaplannedthis.com,Jenna Planned This,Toronto, Ontario,JENNAPLANN0167,https://cardcraft-saas.vercel.app?ref=JENNAPLANN0167
info@mariellegourlay.com,Marielle Gourlay Events,Toronto, Ontario,MARIELLEGO0168,https://cardcraft-saas.vercel.app?ref=MARIELLEGO0168
info@uponoccasion.ca,Upon Occasion Event Planning,Toronto, Ontario,UPONOCCASI0169,https://cardcraft-saas.vercel.app?ref=UPONOCCASI0169
info@wulalaweddings.com,Wu La La Weddings,Markham, Ontario,WULALAWEDD0170,https://cardcraft-saas.vercel.app?ref=WULALAWEDD0170
info@ameliacarletonweddings.com,Amelia Carleton Weddings,Ottawa, Ontario,AMELIACARL0171,https://cardcraft-saas.vercel.app?ref=AMELIACARL0171
info@wedecor.ca,WEDECOR,Ottawa, Ontario,WEDECOR0172,https://cardcraft-saas.vercel.app?ref=WEDECOR0172
info@sinclairandcodesign.com,Sinclair & Co. Design,Ottawa, Ontario,SINCLAIRCO0173,https://cardcraft-saas.vercel.app?ref=SINCLAIRCO0173
info@kennedyevents.ca,Kennedy Event Planning,Ottawa, Ontario,KENNEDYEVE0174,https://cardcraft-saas.vercel.app?ref=KENNEDYEVE0174
hello@fionalauevents.ca,Fiona Lau Events,Ottawa, Ontario,FIONALAUEV0175,https://cardcraft-saas.vercel.app?ref=FIONALAUEV0175
info@evergreenweddings.ca,Evergreen Weddings,Ottawa, Ontario,EVERGREENW0176,https://cardcraft-saas.vercel.app?ref=EVERGREENW0176
allvowsandco@gmail.com,All Vows & Co.,Calgary, Alberta,ALLVOWSCO0177,https://cardcraft-saas.vercel.app?ref=ALLVOWSCO0177
blueluminaevents@gmail.com,Blue Lumina Events,Edmonton, Alberta,BLUELUMINA0178,https://cardcraft-saas.vercel.app?ref=BLUELUMINA0178
info@chemistryevents.ca,Chemistry Weddings,Calgary, Alberta,CHEMISTRYW0179,https://cardcraft-saas.vercel.app?ref=CHEMISTRYW0179
